# Mapa de chi2
2032.668296,1943.182050,1854.148320,1765.644231,1677.754382,1590.566856,1504.177845,1418.687462,1334.205882,1250.845646,1168.729044,1087.984560,1008.748906,931.164910,855.385335,781.570479,709.886676,640.510480,573.625512,509.425151,448.108112,389.886163,334.970930,283.583074,235.965878,192.336086,152.925005,117.986860,87.765813,62.509266,42.464338,27.877623,18.993956,16.054387,19.295520,28.947296,45.232943,68.367034,98.554153,135.988630,180.853272,233.318733,293.542026,361.668983,437.829819,522.142266,614.710457,715.624180,824.960798,942.783657
1888.958760,1803.854876,1719.244761,1635.206376,1551.820032,1469.173229,1387.357600,1306.470384,1226.616480,1147.907881,1070.458809,994.395247,919.848522,846.955907,775.862819,706.724775,639.701598,574.961145,512.682457,453.048456,396.251447,342.493845,291.982495,244.923899,201.558922,162.094512,126.754233,95.783627,69.420487,47.905435,31.479573,20.384211,14.859567,15.142662,21.467292,34.061294,53.146619,78.937467,111.638944,151.446673,198.545485,253.108735,315.296767,385.259193,463.130393,549.033317,643.075982,745.354116,855.950297,974.932265
1755.822401,1674.817456,1594.346229,1514.483027,1435.307547,1356.903950,1279.360896,1202.774409,1127.243801,1052.878725,979.789661,908.097751,837.930149,769.418961,702.704606,637.936521,575.269554,514.864671,456.893612,401.533123,348.969326,299.395688,253.012879,210.022669,170.646163,135.101289,103.592893,76.361686,53.639235,35.659475,22.657865,14.870680,12.533286,15.878844,25.138064,40.536472,62.294375,90.625234,125.734051,167.817407,217.061439,273.641669,337.721288,409.453398,488.975212,576.414298,671.883642,775.482448,887.298738,1007.405511
1632.207617,1555.052588,1478.466080,1402.521468,1327.296097,1252.872416,1179.336827,1106.782638,1035.306200,965.012114,896.011287,828.416821,762.354103,697.950568,635.341745,574.671899,516.090290,459.753178,405.825692,354.478993,305.891787,260.251785,217.753190,178.590262,142.977027,111.123833,83.233038,59.535073,40.256058,25.624151,15.869171,11.222419,11.914669,18.175149,30.231433,48.306487,72.618672,103.380524,140.796706,185.063878,236.369443,294.890346,360.792663,434.230898,515.346858,604.270828,701.120146,805.998344,918.997145,1040.194414
1517.222815,1443.694011,1370.765865,1298.510514,1227.003532,1156.325403,1086.560688,1017.799129,950.135913,883.671602,818.514583,754.774488,692.571885,632.031645,573.284599,516.470264,461.733011,409.224676,359.103679,311.537143,266.697192,224.765372,185.925917,150.379168,118.320610,89.957285,65.489212,45.136995,29.121930,17.666609,10.995559,9.335195,12.911908,21.951120,36.676968,57.309881,84.066231,117.157112,156.786702,203.151443,256.439786,316.828972,384.487848,459.572791,542.228672,632.588918,730.773459,836.890763,951.035793,1073.291429
1410.104785,1340.001064,1270.528041,1201.755648,1133.758903,1066.615394,1000.408359,935.225389,871.159380,808.307386,746.775379,686.670609,628.108969,571.212293,516.107977,462.930624,411.820618,362.925504,316.397994,272.400996,231.101039,192.673857,157.299009,125.164205,96.477100,71.418611,50.195284,33.017560,20.102212,11.666430,7.929628,9.113830,15.440879,27.132489,44.409555,67.489740,96.587257,131.911756,173.666444,222.047532,277.243682,339.432966,408.786062,485.460729,569.604903,661.354053,760.831743,868.150070,983.406098,1106.688534
1310.192586,1243.331896,1177.129749,1111.654666,1046.979444,983.179909,920.338842,858.540481,797.876263,738.440762,680.336189,623.668427,568.549666,515.098398,463.438752,413.701224,366.022278,320.545059,277.418358,236.800112,198.851728,163.744249,131.655576,102.758405,77.263075,55.343326,37.201375,23.041303,13.074859,7.514005,6.573578,10.471051,19.424129,33.650785,53.368837,78.792986,110.135284,147.603764,191.400541,241.721293,298.754536,362.679403,433.667489,511.877509,597.460440,690.553758,791.283762,899.765446,1016.100232,1140.377723
1216.909673,1153.126860,1090.028584,1027.680952,966.155914,905.528319,845.877945,787.288188,729.848630,673.651208,618.795438,565.385268,513.529159,463.343316,414.948214,368.471155,324.044451,281.807942,241.906490,204.492889,169.724364,137.768474,108.797075,82.982099,60.516673,41.581569,26.371825,15.085225,7.928576,5.109209,6.837499,13.326629,24.790238,41.442759,63.498713,91.170162,124.666885,164.195207,209.955554,262.143668,320.947153,386.545844,459.112293,538.806538,625.780634,720.175142,822.118357,931.727885,1049.108228,1174.352650
1129.749659,1068.893468,1008.745798,949.371243,890.840190,833.226897,776.608229,721.067126,666.690197,613.568390,561.798139,511.481183,462.724231,415.638944,370.344457,326.964137,285.626856,246.468897,209.631853,175.263937,143.468609,114.559408,88.552978,65.664673,46.090548,29.998958,17.583577,9.037120,4.561724,4.360228,8.638792,17.606445,31.473046,50.449487,74.747090,104.575186,140.141456,181.650047,229.300421,283.286855,343.797381,411.011860,485.102461,566.231227,654.551755,750.206008,853.324854,964.027884,1082.423458,1208.605900
1048.264192,990.196664,932.859109,876.316109,820.635870,765.891936,712.159211,659.519816,608.057551,557.862076,509.028289,461.654371,415.845671,371.711067,329.366286,288.932620,250.535479,214.307491,180.387401,148.919205,120.052869,93.948048,70.766900,50.674176,33.851589,20.473010,10.723971,4.794366,2.881040,5.182618,11.901319,23.242089,39.411150,60.616125,87.065192,118.964797,156.520628,199.934801,249.405112,305.125436,367.282433,436.056722,511.620390,594.136973,683.760678,780.634872,884.893447,996.656684,1116.037451,1243.130764
